opportunity_id,physical_page,page_code,page_title,frame_type,content_need,label,claimable_by,required_tags,target_words,status,match_mode,payment_eligible,analytics_id
ISSUE-TEMPLATE-P17-FACES-IMAGE-01,19,P17,Faces & Stories: Interview,IMAGE,PHOTO_OR_ARTWORK,Faces & Stories: Interview / PORTRAIT OR PROCESS,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, faces & stories of anna, faces & stories: interview, image, faces, stories, interview, portrait, process, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P17-FACES-IMAGE-01
ISSUE-TEMPLATE-P17-FACES-TEXT-01,19,P17,Faces & Stories: Interview,TEXT,ARTICLE_OR_COPY,Faces & Stories: Interview / Q&A COLUMN A,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces & stories: interview, text, faces, stories, interview, column, local voices, reported story","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P17-FACES-TEXT-01
ISSUE-TEMPLATE-P17-FACES-TEXT-02,19,P17,Faces & Stories: Interview,TEXT,ARTICLE_OR_COPY,Faces & Stories: Interview / Q&A COLUMN B + PULLQUOTE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces & stories: interview, text, faces, stories, interview, column, pullquote, local voices",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P17-FACES-TEXT-02
ISSUE-TEMPLATE-P17-THIRD_VERTICAL-02,19,P17,Faces & Stories: Interview,AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces & stories: interview, ad, faces, stories, interview, third, vertical, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P17-THIRD_VERTICAL-02
ISSUE-TEMPLATE-P18-FACES-CAPTION-01,20,P18,Faces of Anna: Approved Import,CAPTION,CAPTION_AND_CREDIT,Faces of Anna: Approved Import / CAPTION + CREDIT,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces of anna: approved import, caption, faces, approved, import, stories, credit, attribution",20-80,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P18-FACES-CAPTION-01
ISSUE-TEMPLATE-P18-FACES-IMAGE-01,20,P18,Faces of Anna: Approved Import,IMAGE,PHOTO_OR_ARTWORK,Faces of Anna: Approved Import / LEAD IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, faces & stories of anna, faces of anna: approved import, image, faces, approved, import, stories, lead, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P18-FACES-IMAGE-01
ISSUE-TEMPLATE-P18-FACES-TEXT-01,20,P18,Faces of Anna: Approved Import,TEXT,ARTICLE_OR_COPY,Faces of Anna: Approved Import / BODY + SIDEBAR,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces of anna: approved import, text, faces, approved, import, stories, sidebar, local voices",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P18-FACES-TEXT-01
ISSUE-TEMPLATE-P19-FACES-IMAGE-01,21,P19,Faces & Stories: Community Notes,IMAGE,PHOTO_OR_ARTWORK,Faces & Stories: Community Notes / EDITORIAL IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, faces & stories of anna, faces & stories: community notes, image, faces, stories, notes, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P19-FACES-IMAGE-01
ISSUE-TEMPLATE-P19-FACES-TEXT-01,21,P19,Faces & Stories: Community Notes,TEXT,ARTICLE_OR_COPY,Faces & Stories: Community Notes / EDITORIAL TEXT,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces & stories: community notes, text, faces, stories, notes, local voices, reported story",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P19-FACES-TEXT-01
ISSUE-TEMPLATE-P19-FACES-TEXT-02,21,P19,Faces & Stories: Community Notes,TEXT,ARTICLE_OR_COPY,Faces & Stories: Community Notes / CAPTION + SERVICE INFO,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces & stories: community notes, text, faces, stories, notes, caption, service, info",100-350,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P19-FACES-TEXT-02
ISSUE-TEMPLATE-P19-HALF-02,21,P19,Faces & Stories: Community Notes,AD,AD,HALF / AD_HALF,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, faces & stories of anna, faces & stories: community notes, ad, faces, stories, notes, half, local business, sponsor",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P19-HALF-02
ISSUE-TEMPLATE-P20-KIND_DEEDS-IMAGE-01,22,P20,Kind Deeds: Opening,IMAGE,PHOTO_OR_ARTWORK,Kind Deeds: Opening / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: opening, image, kind, deeds, nonprofits, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P20-KIND_DEEDS-IMAGE-01
ISSUE-TEMPLATE-P20-KIND_DEEDS-TEXT-01,22,P20,Kind Deeds: Opening,TEXT,ARTICLE_OR_COPY,Kind Deeds: Opening / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: opening, text, kind, deeds, nonprofits, kicker, headline, deck",15-75,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P20-KIND_DEEDS-TEXT-01
ISSUE-TEMPLATE-P20-KIND_DEEDS-TEXT-02,22,P20,Kind Deeds: Opening,TEXT,ARTICLE_OR_COPY,Kind Deeds: Opening / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: opening, text, kind, deeds, nonprofits, byline, local voices, reported story",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P20-KIND_DEEDS-TEXT-02
ISSUE-TEMPLATE-P21-KIND_DEEDS-IMAGE-01,23,P21,Kind Deeds: How Anna Helps,IMAGE,PHOTO_OR_ARTWORK,Kind Deeds: How Anna Helps / EDITORIAL IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: how anna helps, image, kind, deeds, how, helps, nonprofits, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P21-KIND_DEEDS-IMAGE-01
ISSUE-TEMPLATE-P21-KIND_DEEDS-TEXT-01,23,P21,Kind Deeds: How Anna Helps,TEXT,ARTICLE_OR_COPY,Kind Deeds: How Anna Helps / EDITORIAL TEXT,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: how anna helps, text, kind, deeds, how, helps, nonprofits, local voices",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P21-KIND_DEEDS-TEXT-01
ISSUE-TEMPLATE-P21-KIND_DEEDS-TEXT-02,23,P21,Kind Deeds: How Anna Helps,TEXT,ARTICLE_OR_COPY,Kind Deeds: How Anna Helps / LISTINGS OR CAPTIONS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: how anna helps, text, kind, deeds, how, helps, nonprofits, listings",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P21-KIND_DEEDS-TEXT-02
ISSUE-TEMPLATE-P21-QUARTER-03,23,P21,Kind Deeds: How Anna Helps,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: how anna helps, ad, kind, deeds, how, helps, nonprofits, quarter",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P21-QUARTER-03
ISSUE-TEMPLATE-P21-QUARTER-04,23,P21,Kind Deeds: How Anna Helps,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds: how anna helps, ad, kind, deeds, how, helps, nonprofits, quarter",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P21-QUARTER-04
ISSUE-TEMPLATE-P22-KIND_DEEDS-IMAGE-01,24,P22,Nonprofit of the Month,IMAGE,PHOTO_OR_ARTWORK,Nonprofit of the Month / PORTRAIT OR PROCESS,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, kind deeds & nonprofits, nonprofit of the month, image, nonprofit, month, kind, deeds, nonprofits, portrait",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P22-KIND_DEEDS-IMAGE-01
ISSUE-TEMPLATE-P22-KIND_DEEDS-TEXT-01,24,P22,Nonprofit of the Month,TEXT,ARTICLE_OR_COPY,Nonprofit of the Month / Q&A COLUMN A,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, nonprofit of the month, text, nonprofit, month, kind, deeds, nonprofits, column","700-1,200",OPEN,INVITATION_ONLY_RANDOMIZER,true,ANALYTICS-ISSUE-TEMPLATE-P22-KIND_DEEDS-TEXT-01
ISSUE-TEMPLATE-P22-KIND_DEEDS-TEXT-02,24,P22,Nonprofit of the Month,TEXT,ARTICLE_OR_COPY,Nonprofit of the Month / Q&A COLUMN B + PULLQUOTE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, nonprofit of the month, text, nonprofit, month, kind, deeds, nonprofits, column",400-800,OPEN,INVITATION_ONLY_RANDOMIZER,true,ANALYTICS-ISSUE-TEMPLATE-P22-KIND_DEEDS-TEXT-02
ISSUE-TEMPLATE-P23-FULL-02,25,P23,Kind Deeds Partner,AD,AD,FULL / AD_FULL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, kind deeds & nonprofits, kind deeds partner, ad, kind, deeds, partner, nonprofits, full, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P23-FULL-02
ISSUE-TEMPLATE-P24-CITY-IMAGE-01,26,P24,City & Growth: Opening,IMAGE,PHOTO_OR_ARTWORK,City & Growth: Opening / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, city, growth & leadership, city & growth: opening, image, city, growth, leadership, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P24-CITY-IMAGE-01
ISSUE-TEMPLATE-P24-CITY-TEXT-01,26,P24,City & Growth: Opening,TEXT,ARTICLE_OR_COPY,City & Growth: Opening / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: opening, text, city, growth, leadership, kicker, headline, deck",15-75,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P24-CITY-TEXT-01
ISSUE-TEMPLATE-P24-CITY-TEXT-02,26,P24,City & Growth: Opening,TEXT,ARTICLE_OR_COPY,City & Growth: Opening / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: opening, text, city, growth, leadership, byline, local voices, reported story",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P24-CITY-TEXT-02
ISSUE-TEMPLATE-P25-CITY-DATA-01,27,P25,"City & Growth: Map, Numbers & Sources",DATA,VERIFIED_DATA_OR_GRAPHIC,"City & Growth: Map, Numbers & Sources / MAP, CHART OR CHECKLIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: map, numbers & sources, data, city, growth, map, numbers, sources, leadership",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P25-CITY-DATA-01
ISSUE-TEMPLATE-P25-CITY-TEXT-01,27,P25,"City & Growth: Map, Numbers & Sources",TEXT,ARTICLE_OR_COPY,"City & Growth: Map, Numbers & Sources / EXPLAINER",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: map, numbers & sources, text, city, growth, map, numbers, sources, leadership",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P25-CITY-TEXT-01
ISSUE-TEMPLATE-P25-CITY-TEXT-02,27,P25,"City & Growth: Map, Numbers & Sources",TEXT,ARTICLE_OR_COPY,"City & Growth: Map, Numbers & Sources / RESOURCE LIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: map, numbers & sources, text, city, growth, map, numbers, sources, leadership",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P25-CITY-TEXT-02
ISSUE-TEMPLATE-P25-QUARTER-05,27,P25,"City & Growth: Map, Numbers & Sources",AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: map, numbers & sources, ad, city, growth, map, numbers, sources, leadership",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P25-QUARTER-05
ISSUE-TEMPLATE-P25-QUARTER-06,27,P25,"City & Growth: Map, Numbers & Sources",AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: map, numbers & sources, ad, city, growth, map, numbers, sources, leadership",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P25-QUARTER-06
ISSUE-TEMPLATE-P26-CITY-IMAGE-01,28,P26,City Leader of the Month,IMAGE,PHOTO_OR_ARTWORK,City Leader of the Month / PORTRAIT OR PROCESS,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, city, growth & leadership, city leader of the month, image, city, leader, month, growth, leadership, portrait",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P26-CITY-IMAGE-01
ISSUE-TEMPLATE-P26-CITY-TEXT-01,28,P26,City Leader of the Month,TEXT,ARTICLE_OR_COPY,City Leader of the Month / Q&A COLUMN A,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city leader of the month, text, city, leader, month, growth, leadership, column","700-1,200",OPEN,ELIGIBLE_CITY_LEADER_RANDOMIZER,true,ANALYTICS-ISSUE-TEMPLATE-P26-CITY-TEXT-01
ISSUE-TEMPLATE-P26-CITY-TEXT-02,28,P26,City Leader of the Month,TEXT,ARTICLE_OR_COPY,City Leader of the Month / Q&A COLUMN B + PULLQUOTE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city leader of the month, text, city, leader, month, growth, leadership, column",400-800,OPEN,ELIGIBLE_CITY_LEADER_RANDOMIZER,true,ANALYTICS-ISSUE-TEMPLATE-P26-CITY-TEXT-02
ISSUE-TEMPLATE-P27-CITY-IMAGE-01,29,P27,City & Growth: What Happens Next,IMAGE,PHOTO_OR_ARTWORK,City & Growth: What Happens Next / EDITORIAL IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, city, growth & leadership, city & growth: what happens next, image, city, growth, what, happens, next, leadership",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P27-CITY-IMAGE-01
ISSUE-TEMPLATE-P27-CITY-TEXT-01,29,P27,City & Growth: What Happens Next,TEXT,ARTICLE_OR_COPY,City & Growth: What Happens Next / EDITORIAL TEXT,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: what happens next, text, city, growth, what, happens, next, leadership",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P27-CITY-TEXT-01
ISSUE-TEMPLATE-P27-CITY-TEXT-02,29,P27,City & Growth: What Happens Next,TEXT,ARTICLE_OR_COPY,City & Growth: What Happens Next / CAPTION + SERVICE INFO,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: what happens next, text, city, growth, what, happens, next, leadership",100-350,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P27-CITY-TEXT-02
ISSUE-TEMPLATE-P27-THIRD_VERTICAL-03,29,P27,City & Growth: What Happens Next,AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, city, growth & leadership, city & growth: what happens next, ad, city, growth, what, happens, next, leadership",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P27-THIRD_VERTICAL-03
ISSUE-TEMPLATE-P28-BUSINESS-IMAGE-01,30,P28,Anna Business: Opening,IMAGE,PHOTO_OR_ARTWORK,Anna Business: Opening / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna business, anna business: opening, image, business, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P28-BUSINESS-IMAGE-01
ISSUE-TEMPLATE-P28-BUSINESS-TEXT-01,30,P28,Anna Business: Opening,TEXT,ARTICLE_OR_COPY,Anna Business: Opening / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, anna business: opening, text, business, kicker, headline, deck, local voices, reported story",15-75,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P28-BUSINESS-TEXT-01
ISSUE-TEMPLATE-P28-BUSINESS-TEXT-02,30,P28,Anna Business: Opening,TEXT,ARTICLE_OR_COPY,Anna Business: Opening / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, anna business: opening, text, business, byline, local voices, reported story",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P28-BUSINESS-TEXT-02
ISSUE-TEMPLATE-P29-BUSINESS-IMAGE-01,31,P29,Business of the Month,IMAGE,PHOTO_OR_ARTWORK,Business of the Month / PORTRAIT OR PROCESS,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, anna business, business of the month, image, business, month, portrait, process, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P29-BUSINESS-IMAGE-01
ISSUE-TEMPLATE-P29-BUSINESS-TEXT-01,31,P29,Business of the Month,TEXT,ARTICLE_OR_COPY,Business of the Month / Q&A COLUMN A,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, business of the month, text, business, month, column, local voices, reported story","700-1,200",OPEN,SURVEY_NUMBER_ONE_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P29-BUSINESS-TEXT-01
ISSUE-TEMPLATE-P29-BUSINESS-TEXT-02,31,P29,Business of the Month,TEXT,ARTICLE_OR_COPY,Business of the Month / Q&A COLUMN B + PULLQUOTE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, business of the month, text, business, month, column, pullquote, local voices, reported story",400-800,OPEN,SURVEY_NUMBER_ONE_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P29-BUSINESS-TEXT-02
ISSUE-TEMPLATE-P30-BUSINESS-DATA-01,32,P30,Newly Claimed Businesses: Welcome,DATA,VERIFIED_DATA_OR_GRAPHIC,"Newly Claimed Businesses: Welcome / MAP, CHART OR CHECKLIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, newly claimed businesses: welcome, data, newly, claimed, businesses, welcome, business, map",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P30-BUSINESS-DATA-01
ISSUE-TEMPLATE-P30-BUSINESS-TEXT-01,32,P30,Newly Claimed Businesses: Welcome,TEXT,ARTICLE_OR_COPY,Newly Claimed Businesses: Welcome / EXPLAINER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, newly claimed businesses: welcome, text, newly, claimed, businesses, welcome, business, explainer",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P30-BUSINESS-TEXT-01
ISSUE-TEMPLATE-P30-BUSINESS-TEXT-02,32,P30,Newly Claimed Businesses: Welcome,TEXT,ARTICLE_OR_COPY,Newly Claimed Businesses: Welcome / RESOURCE LIST,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, newly claimed businesses: welcome, text, newly, claimed, businesses, welcome, business, resource",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P30-BUSINESS-TEXT-02
ISSUE-TEMPLATE-P31-FULL-03,33,P31,Anna Business Partner,AD,AD,FULL / AD_FULL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, anna business, anna business partner, ad, business, partner, full, local business, sponsor",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P31-FULL-03
ISSUE-TEMPLATE-P32-ARTS-IMAGE-01,34,P32,Arts & Artist Marketplace: Opening,IMAGE,PHOTO_OR_ARTWORK,Arts & Artist Marketplace: Opening / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, arts & artist marketplace: opening, image, arts, artist, marketplace, hero, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P32-ARTS-IMAGE-01
ISSUE-TEMPLATE-P32-ARTS-TEXT-01,34,P32,Arts & Artist Marketplace: Opening,TEXT,ARTICLE_OR_COPY,Arts & Artist Marketplace: Opening / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, arts & artist marketplace: opening, text, arts, artist, marketplace, kicker, headline, deck",15-75,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P32-ARTS-TEXT-01
ISSUE-TEMPLATE-P32-ARTS-TEXT-02,34,P32,Arts & Artist Marketplace: Opening,TEXT,ARTICLE_OR_COPY,Arts & Artist Marketplace: Opening / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, arts & artist marketplace: opening, text, arts, artist, marketplace, byline, local voices, reported story",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P32-ARTS-TEXT-02
ISSUE-TEMPLATE-P33-ARTS-IMAGE-01,35,P33,Artist Gallery,IMAGE,PHOTO_OR_ARTWORK,Artist Gallery / IMAGE 1,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, artist gallery, image, artist, gallery, arts, marketplace, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P33-ARTS-IMAGE-01
ISSUE-TEMPLATE-P33-ARTS-IMAGE-02,35,P33,Artist Gallery,IMAGE,PHOTO_OR_ARTWORK,Artist Gallery / IMAGE 2,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, artist gallery, image, artist, gallery, arts, marketplace, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P33-ARTS-IMAGE-02
ISSUE-TEMPLATE-P33-ARTS-IMAGE-03,35,P33,Artist Gallery,IMAGE,PHOTO_OR_ARTWORK,Artist Gallery / IMAGE 3,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, artist gallery, image, artist, gallery, arts, marketplace, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P33-ARTS-IMAGE-03
ISSUE-TEMPLATE-P33-ARTS-IMAGE-04,35,P33,Artist Gallery,IMAGE,PHOTO_OR_ARTWORK,Artist Gallery / IMAGE 4,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, artist gallery, image, artist, gallery, arts, marketplace, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P33-ARTS-IMAGE-04
ISSUE-TEMPLATE-P33-ARTS-IMAGE-05,35,P33,Artist Gallery,IMAGE,PHOTO_OR_ARTWORK,Artist Gallery / IMAGE 5,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, arts & artist marketplace, artist gallery, image, artist, gallery, arts, marketplace, local photography, visual storytelling",,OPEN,AI CANDIDATES + HUMAN SAVE,false,ANALYTICS-ISSUE-TEMPLATE-P33-ARTS-IMAGE-05
ISSUE-TEMPLATE-P33-ARTS-TEXT-01,35,P33,Artist Gallery,TEXT,ARTICLE_OR_COPY,Artist Gallery / INTRO + CAPTIONS,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, artist gallery, text, artist, gallery, arts, marketplace, intro, captions",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P33-ARTS-TEXT-01
ISSUE-TEMPLATE-P33-QUARTER-07,35,P33,Artist Gallery,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, artist gallery, ad, artist, gallery, arts, marketplace, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P33-QUARTER-07
ISSUE-TEMPLATE-P33-QUARTER-08,35,P33,Artist Gallery,AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, arts & artist marketplace, artist gallery, ad, artist, gallery, arts, marketplace, quarter, local business",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P33-QUARTER-08
